,priceoff,quantity,Address,upc,zip_code,storeAddress,Store_Latitude,Store_Longitude
411,50% off,Out of Stock,"2300 Park Ave Tustin, CA",190198000000,92782,2300+Park+Ave+Tustin+CA+92782,33.7002505,-117.8273109
412,50% off,Out of Stock,"13200 Jamboree Rd Irvine, CA",190198000000,92602,13200+Jamboree+Rd+Irvine+CA+92602,33.729572,-117.786582
413,25% off,Out of Stock,"4255 CAMPUS DR STE A150 Irvine, CA",190198000000,92612,4255+CAMPUS+DR+STE+A150+Irvine+CA+92612,33.649597,-117.8389272
414,50% off,Out of Stock,"25601 Jeronimo Rd Mission Viejo, CA",190198000000,92691,25601+Jeronimo+Rd+Mission+Viejo+CA+92691,33.6235791,-117.6807012
415,50% off,Out of Stock,"26762 Portola Pkwy Foothill Ranch, CA",190198000000,92610,26762+Portola+Pkwy+Foothill+Ranch+CA+92610,33.6762025,-117.6645687
416,50% off,Out of Stock,"24500 Alicia Pkwy Mission Viejo, CA",190198000000,92691,24500+Alicia+Pkwy+Mission+Viejo+CA+92691,33.6063136,-117.6880337
417,50% off,Out of Stock,"3300 S Bristol St Santa Ana, CA",190198000000,92704,3300+S+Bristol+St+Santa+Ana+CA+92704,33.7028562,-117.8877326
418,50% off,Out of Stock,"26932 La Paz Rd Aliso Viejo, CA",190198000000,92656,26932+La+Paz+Rd+Aliso+Viejo+CA+92656,33.5712832,-117.7053036
419,50% off,Out of Stock,"1330 E 17th St Santa Ana, CA",190198000000,92705,1330+E+17th+St+Santa+Ana+CA+92705,33.7590819,-117.850008
420,50% off,Out of Stock,"3030 Harbor Blvd Ste A Costa Mesa, CA",190198000000,92626,3030+Harbor+Blvd+Ste+A+Costa+Mesa+CA+92626,33.6820363,-117.9179472
421,25% off,Out of Stock,"2620 E Chapman Ave Orange, CA",190198000000,92869,2620+E+Chapman+Ave+Orange+CA+92869,33.78711,-117.8251898
422,50% off,Out of Stock,"1441 W 17th St Santa Ana, CA",190198000000,92706,1441+W+17th+St+Santa+Ana+CA+92706,33.7620089,-117.8880989
423,50% off,Out of Stock,"30602 Santa Margarita Pkwy Rancho Santa Margarita, CA",190198000000,92688,30602+Santa+Margarita+Pkwy+Rancho+Santa+Margarita+CA+92688,33.6415678,-117.5981909
424,50% off,Out of Stock,"9882 Adams Ave Huntington Beach, CA",190198000000,92646,9882+Adams+Ave+Huntington+Beach+CA+92646,33.6709728,-117.9562028
425,50% off,Out of Stock,"12100 Harbor Blvd Garden Grove, CA",190198000000,92840,12100+Harbor+Blvd+Garden+Grove+CA+92840,33.7870416,-117.9133662
426,50% off,Out of Stock,"13831 Brookhurst St Garden Grove, CA",190198000000,92843,13831+Brookhurst+St+Garden+Grove+CA+92843,33.7619773,-117.9565689
427,50% off,Out of Stock,"101 S Euclid St Anaheim, CA",190198000000,92802,101+S+Euclid+St+Anaheim+CA+92802,33.8312352,-117.9430234
428,50% off,Out of Stock,"200 W Orangethorpe Ave Fullerton, CA",190198000000,92832,200+W+Orangethorpe+Ave+Fullerton+CA+92832,33.858335,-117.926914
429,50% off,Out of Stock,"95 Holger Way San Jose, CA",190198000000,95134,95+Holger+Way+San+Jose+CA+95134,37.4181795,-121.9561986
430,50% off,Out of Stock,"245 S Mills Rd Ventura, CA",190198000000,93003,245+S+Mills+Rd+Ventura+CA+93003,34.2699821,-119.2490444
431,25% off,Out of Stock,"3891 State St Santa Barbara, CA",190198000000,93105,3891+State+St+Santa+Barbara+CA+93105,34.4401136,-119.7506709
432,50% off,Out of Stock,"1363 W Henderson Ave Porterville, CA",190198000000,93257,1363+W+Henderson+Ave+Porterville+CA+93257,36.0780683,-119.0472655
433,50% off,Out of Stock,"2195 E Prosperity Ave Tulare, CA",190198000000,93274,2195+E+Prosperity+Ave+Tulare+CA+93274,36.2242913,-119.3150082
434,50% off,Out of Stock,"4247 S Mooney Blvd Visalia, CA",190198000000,93277,4247+S+Mooney+Blvd+Visalia+CA+93277,36.292358,-119.31723
435,50% off,Out of Stock,"3308 N Dinuba Blvd Visalia, CA",190198000000,93291,3308+N+Dinuba+Blvd+Visalia+CA+93291,36.3591268,-119.2947214
436,50% off,Out of Stock,"140 N 12th Ave Hanford, CA",190198000000,93230,140+N+12th+Ave+Hanford+CA+93230,36.3238487,-119.676534
437,50% off,Out of Stock,"3401 Mall View Rd Bakersfield, CA",190198000000,93306,3401+Mall+View+Rd+Bakersfield+CA+93306,35.3940033,-118.9548659
438,50% off,Out of Stock,"9100 Rosedale Hwy Bakersfield, CA",190198000000,93312,9100+Rosedale+Hwy+Bakersfield+CA+93312,35.3855767,-119.1032602
439,50% off,Out of Stock,"11000 Stockdale Hwy Bakersfield, CA",190198000000,93311,11000+Stockdale+Hwy+Bakersfield+CA+93311,35.3503075,-119.1259632
440,50% off,Out of Stock,"2901 Ming Ave Bakersfield, CA",190198000000,93304,2901+Ming+Ave+Bakersfield+CA+93304,35.3366577,-119.0359914
441,50% off,Out of Stock,"900 Shaw Ave Clovis, CA",190198000000,93612,900+Shaw+Ave+Clovis+CA+93612,36.8065383,-119.6989832
442,50% off,Out of Stock,"3173 E Shields Ave Fresno, CA",190198000000,93726,3173+E+Shields+Ave+Fresno+CA+93726,36.7806605,-119.7710135
443,50% off,Out of Stock,"695 W Herndon Ave Clovis, CA",190198000000,93612,695+W+Herndon+Ave+Clovis+CA+93612,36.840321,-119.7282972
444,50% off,Out of Stock,"5740 N Blackstone Ave Fresno, CA",190198000000,93710,5740+N+Blackstone+Ave+Fresno+CA+93710,36.8216456,-119.7878394
445,50% off,Out of Stock,"7600 N Blackstone Ave Fresno, CA",190198000000,93720,7600+N+Blackstone+Ave+Fresno+CA+93720,36.8476233,-119.786573
446,50% off,Out of Stock,"3150 W Shaw Ave Fresno, CA",190198000000,93711,3150+W+Shaw+Ave+Fresno+CA+93711,36.8097282,-119.8478715
447,50% off,Out of Stock,"6655 North Riverside Dr Fresno, CA",190198000000,93722,6655+North+Riverside+Dr+Fresno+CA+93722,36.8340349,-119.9127934
448,50% off,Out of Stock,"2305 Theatre Dr Paso Robles, CA",190198000000,93446,2305+Theatre+Dr+Paso+Robles+CA+93446,35.5838933,-120.699003
449,50% off,Out of Stock,"3280 R St Merced, CA",190198000000,95348,3280+R+St+Merced+CA+95348,37.3229242,-120.4849041
450,50% off,Out of Stock,"43525 10th St W Lancaster, CA",190198000000,93534,43525+10th+St+W+Lancaster+CA+93534,34.6730537,-118.1490227
451,50% off,Out of Stock,"39440 10th St W Palmdale, CA",190198000000,93551,39440+10th+St+W+Palmdale+CA+93551,34.5998265,-118.1464629
452,25% off,Out of Stock,"38019 47Th St E Palmdale, CA",190198000000,93552,38019+47Th+St+E+Palmdale+CA+93552,34.5739367,-118.0484314
453,50% off,Limited Stock,"1790 Airline Hwy Hollister, CA",190198000000,95023,1790+Airline+Hwy+Hollister+CA+95023,36.8350241,-121.3893603
454,50% off,Out of Stock,"1000 Commerce Ave Atwater, CA",190198000000,95301,1000+Commerce+Ave+Atwater+CA+95301,37.3412305,-120.6113644
455,50% off,Out of Stock,"1405 W Pacheco Blvd Los Banos, CA",190198000000,93635,1405+W+Pacheco+Blvd+Los+Banos+CA+93635,37.0541809,-120.8759115
456,50% off,Out of Stock,"3000 Countryside Dr Turlock, CA",190198000000,95380,3000+Countryside+Dr+Turlock+CA+95380,37.5209419,-120.8784662
457,50% off,Out of Stock,"2425 Claribel Rd Riverbank, CA",190198000000,95367,2425+Claribel+Rd+Riverbank+CA+95367,37.7137916,-120.9526744
458,50% off,Out of Stock,"3405 Mchenry Ave Modesto, CA",190198000000,95350,3405+Mchenry+Ave+Modesto+CA+95350,37.68754,-120.9964148
459,50% off,Limited Stock,"533 Coleman Ave San Jose, CA",190198000000,95110,533+Coleman+Ave+San+Jose+CA+95110,37.3386461,-121.9044629
460,50% off,Limited Stock,"1811 Hillsdale Ave San Jose, CA",190198000000,95124,1811+Hillsdale+Ave+San+Jose+CA+95124,37.2651997,-121.9186829
461,50% off,Limited Stock,"2161 Monterey Hwy San Jose, CA",190198000000,95125,2161+Monterey+Hwy+San+Jose+CA+95125,37.304658,-121.8658675
462,50% off,Out of Stock,"1061 Cochrane Rd Morgan Hill, CA",190198000000,95037,1061+Cochrane+Rd+Morgan+Hill+CA+95037,37.1574777,-121.6545121
463,50% off,Out of Stock,"1640 N Main St Salinas, CA",190198000000,93906,1640+N+Main+St+Salinas+CA+93906,36.7146282,-121.652395
464,50% off,Out of Stock,"133 General Stilwell Dr Marina, CA",190198000000,93933,133+General+Stilwell+Dr+Marina+CA+93933,36.6676918,-121.81053
465,50% off,Out of Stock,"1415 Main St Watsonville, CA",190198000000,95076,1415+Main+St+Watsonville+CA+95076,36.9150924,-121.7741494
466,50% off,Out of Stock,"2040 California Ave Sand City, CA",190198000000,93955,2040+California+Ave+Sand+City+CA+93955,36.6211304,-121.8430953
467,50% off,Out of Stock,"1825 41st Ave Capitola, CA",190198000000,95010,1825+41st+Ave+Capitola+CA+95010,36.9751119,-121.9689521
468,50% off,Out of Stock,"5630 Cottle Rd San Jose, CA",190198000000,95123,5630+Cottle+Rd+San+Jose+CA+95123,37.2508588,-121.8026986
469,50% off,Out of Stock,"879 Blossom Hill Rd San Jose, CA",190198000000,95123,879+Blossom+Hill+Rd+San+Jose+CA+95123,37.2522609,-121.8604624
470,50% off,Out of Stock,"3155 Silver Creek Rd San Jose, CA",190198000000,95121,3155+Silver+Creek+Rd+San+Jose+CA+95121,37.3072818,-121.8133776
471,50% off,Out of Stock,"1600 Saratoga Ave San Jose, CA",190198000000,95129,1600+Saratoga+Ave+San+Jose+CA+95129,37.2923388,-121.9883897
472,50% off,Out of Stock,"1750 Story Rd San Jose, CA",190198000000,95122,1750+Story+Rd+San+Jose+CA+95122,37.3399108,-121.8400705
473,50% off,Out of Stock,"450 N Capitol Ave San Jose, CA",190198000000,95133,450+N+Capitol+Ave+San+Jose+CA+95133,37.374415,-121.8443408
474,50% off,Out of Stock,"20745 Stevens Creek Blvd Cupertino, CA",190198000000,95014,20745+Stevens+Creek+Blvd+Cupertino+CA+95014,37.3246114,-122.0359767
475,25% off,Out of Stock,"2004 El Camino Real Santa Clara, CA",190198000000,95050,2004+El+Camino+Real+Santa+Clara+CA+95050,37.3503277,-121.9610256
476,25% off,Out of Stock,"6705 Camino Arroyo Gilroy, CA",190198000000,95020,6705+Camino+Arroyo+Gilroy+CA+95020,37.0000471,-121.5547766
477,50% off,Limited Stock,"789 Mission St San Francisco, CA",190198000000,94103,789+Mission+St+San+Francisco+CA+94103,37.784404,-122.4038104
478,50% off,Out of Stock,"133 Serramonte Ctr Daly City, CA",190198000000,94015,133+Serramonte+Ctr+Daly+City+CA+94015,37.6704999,-122.471026
479,50% off,Out of Stock,"5001 Junipero Serra Blvd Colma, CA",190198000000,94014,5001+Junipero+Serra+Blvd+Colma+CA+94014,37.6738414,-122.4642387
480,50% off,Out of Stock,"1150 El Camino Real San Bruno, CA",190198000000,94066,1150+El+Camino+Real+San+Bruno+CA+94066,37.6363309,-122.4183544
481,50% off,Out of Stock,"2700 Fifth Street Alameda, CA",190198000000,94501,2700+Fifth+Street+Alameda+CA+94501,37.7886805,-122.2793895
482,50% off,Out of Stock,"2220 Bridgepointe Pkwy San Mateo, CA",190198000000,94404,2220+Bridgepointe+Pkwy+San+Mateo+CA+94404,37.5583305,-122.2835618
483,50% off,Out of Stock,"1555 40th Street Emeryville, CA",190198000000,94608,1555+40th+Street+Emeryville+CA+94608,37.8284592,-122.2899503
484,50% off,Out of Stock,"1057 Eastshore Hwy Albany, CA",190198000000,94710,1057+Eastshore+Hwy+Albany+CA+94710,37.8827713,-122.3066769
485,50% off,Out of Stock,"125 Shoreline Pkwy San Rafael, CA",190198000000,94901,125+Shoreline+Pkwy+San+Rafael+CA+94901,37.9555128,-122.4914782
486,50% off,Out of Stock,"4500 Macdonald Ave Richmond, CA",190198000000,94805,4500+Macdonald+Ave+Richmond+CA+94805,37.9322835,-122.3275806
487,50% off,Out of Stock,"15555 E 14th St San Leandro, CA",190198000000,94578,15555+E+14th+St+San+Leandro+CA+94578,37.700337,-122.1262352
488,50% off,Out of Stock,"19661 Hesperian Blvd Hayward, CA",190198000000,94541,19661+Hesperian+Blvd+Hayward+CA+94541,37.6662905,-122.1208433
489,50% off,Out of Stock,"2485 El Camino Real Redwood City, CA",190198000000,94063,2485+El+Camino+Real+Redwood+City+CA+94063,37.4755693,-122.2170808
490,25% off,Out of Stock,"233 Winston Dr San Francisco, CA",190198000000,94132,233+Winston+Dr+San+Francisco+CA+94132,37.7268095,-122.4762278
491,25% off,Out of Stock,"1830 Ocean Ave San Francisco, CA",190198000000,94112,1830+Ocean+Ave+San+Francisco+CA+94112,37.7252713,-122.461563
492,25% off,Out of Stock,"2675 Geary Blvd San Francisco, CA",190198000000,94118,2675+Geary+Blvd+San+Francisco+CA+94118,37.7821682,-122.4464584
493,25% off,Out of Stock,"225 Bush St San Francisco, CA",190198000000,94104,225+Bush+St+San+Francisco+CA+94104,37.7908857,-122.4012094
494,25% off,Out of Stock,"180 Donahue St Sausalito, CA",190198000000,94965,180+Donahue+St+Sausalito+CA+94965,37.873758,-122.5109307
495,25% off,Out of Stock,"1414 University Ave Berkeley, CA",190198000000,94702,1414+University+Ave+Berkeley+CA+94702,37.8697533,-122.2839527
496,25% off,Out of Stock,"2187 Shattuck Ave Berkeley, CA",190198000000,94704,2187+Shattuck+Ave+Berkeley+CA+94704,37.8696588,-122.2676042
497,50% off,Out of Stock,"298 W McKinley Ave Sunnyvale, CA",190198000000,94086,298+W+McKinley+Ave+Sunnyvale+CA+94086,37.3737368,-122.0324243
498,50% off,Out of Stock,"555 Showers Dr Mountain View, CA",190198000000,94040,555+Showers+Dr+Mountain+View+CA+94040,37.4010039,-122.1065727
499,50% off,Out of Stock,"2155 Morrill Ave San Jose, CA",190198000000,95132,2155+Morrill+Ave+San+Jose+CA+95132,37.41369,-121.8767183
500,50% off,Out of Stock,"43950 Pacific Commons Blvd Fremont, CA",190198000000,94538,43950+Pacific+Commons+Blvd+Fremont+CA+94538,37.501549,-121.9682845
501,50% off,Out of Stock,"39201 Fremont Blvd Fremont, CA",190198000000,94538,39201+Fremont+Blvd+Fremont+CA+94538,37.5452714,-121.9849849
502,25% off,Out of Stock,"19499 Stevens Creek Blvd Cupertino, CA",190198000000,95014,19499+Stevens+Creek+Blvd+Cupertino+CA+95014,37.3235994,-122.0115218
503,25% off,Out of Stock,"1775 E Bayshore Rd East Palo Alto, CA",190198000000,94303,1775+E+Bayshore+Rd+East+Palo+Alto+CA+94303,37.4599154,-122.135484
504,50% off,Out of Stock,"1400 Fitzgerald Dr Pinole, CA",190198000000,94564,1400+Fitzgerald+Dr+Pinole+CA+94564,37.9875748,-122.3091572
505,50% off,Limited Stock,"2800 Naglee Rd Tracy, CA",190198000000,95304,2800+Naglee+Rd+Tracy+CA+95304,37.757638,-121.4579373
506,50% off,Out of Stock,"5769 Lone Tree Way Antioch, CA",190198000000,94531,5769+Lone+Tree+Way+Antioch+CA+94531,37.9645497,-121.737713
507,50% off,Out of Stock,"560 Contra Costa Blvd Pleasant Hill, CA",190198000000,94523,560+Contra+Costa+Blvd+Pleasant+Hill+CA+94523,37.9772731,-122.0672323
508,50% off,Out of Stock,"1871 N Main St Walnut Creek, CA",190198000000,94596,1871+N+Main+St+Walnut+Creek+CA+94596,37.9044618,-122.0647464
509,50% off,Out of Stock,"2610 Bishop Dr San Ramon, CA",190198000000,94583,2610+Bishop+Dr+San+Ramon+CA+94583,37.7621464,-121.9641968
510,50% off,Out of Stock,"2800 Dublin Blvd Dublin, CA",190198000000,94568,2800+Dublin+Blvd+Dublin+CA+94568,37.702983,-121.8536969
511,50% off,Out of Stock,"4300 Las Positas Rd Livermore, CA",190198000000,94551,4300+Las+Positas+Rd+Livermore+CA+94551,37.7012898,-121.7467955
512,50% off,Out of Stock,"7200 Amador Plaza Rd Dublin, CA",190198000000,94568,7200+Amador+Plaza+Rd+Dublin+CA+94568,37.7067423,-121.931845
513,50% off,Out of Stock,"2059 Cadenasso Dr Fairfield, CA",190198000000,94533,2059+Cadenasso+Dr+Fairfield+CA+94533,38.2465116,-122.0690503
514,50% off,Out of Stock,"904 Admiral Callaghan Lane Vallejo, CA",190198000000,94591,904+Admiral+Callaghan+Lane+Vallejo+CA+94591,38.1316646,-122.2226661
515,50% off,Out of Stock,"10424 Trinity Parkway Stockton, CA",190198000000,95219,10424+Trinity+Parkway+Stockton+CA+95219,38.052106,-121.3722097
516,50% off,Out of Stock,"3000 Harbison Dr Vacaville, CA",190198000000,95687,3000+Harbison+Dr+Vacaville+CA+95687,38.3609841,-121.9612372
517,50% off,Out of Stock,"4707 Pacific Ave Stockton, CA",190198000000,95207,4707+Pacific+Ave+Stockton+CA+95207,37.9916498,-121.3152112
518,25% off,Out of Stock,"4301 Century Blvd Pittsburg, CA",190198000000,94565,4301+Century+Blvd+Pittsburg+CA+94565,38.0081826,-121.8400705
519,50% off,In Stock,"2005 Town Center Plz West Sacramento, CA",190198000000,95691,2005+Town+Center+Plz+West+Sacramento+CA+95691,38.5492602,-121.5364651
520,50% off,Out of Stock,"205 Soscol Ave Napa, CA",190198000000,94559,205+Soscol+Ave+Napa+CA+94559,38.2822477,-122.2776174
521,50% off,Out of Stock,"4000 Bel Aire Plz Napa, CA",190198000000,94558,4000+Bel+Aire+Plz+Napa+CA+94558,38.322582,-122.3080942
522,50% off,Out of Stock,"4601 2nd St Davis, CA",190198000000,95618,4601+2nd+St+Davis+CA+95618,38.5541592,-121.6997725
523,50% off,Out of Stock,"200 Vintage Way Novato, CA",190198000000,94945,200+Vintage+Way+Novato+CA+94945,38.0903861,-122.5530063
524,50% off,Out of Stock,"401 Kenilworth Drive Petaluma, CA",190198000000,94952,401+Kenilworth+Drive+Petaluma+CA+94952,38.2435237,-122.6266079
525,50% off,Out of Stock,"2185 Bronze Star Dr Woodland, CA",190198000000,95776,2185+Bronze+Star+Dr+Woodland+CA+95776,38.6727067,-121.7248895
526,50% off,Out of Stock,"2499 Whipple Rd Hayward, CA",190198000000,94544,2499+Whipple+Rd+Hayward+CA+94544,37.6075002,-122.0622605
527,50% off,Out of Stock,"2355 W Kettleman Ln Lodi, CA",190198000000,95242,2355+W+Kettleman+Ln+Lodi+CA+95242,38.1175008,-121.3035821
528,50% off,Out of Stock,"16858 Golden Valley Pkwy Lathrop, CA",190198000000,95330,16858+Golden+Valley+Pkwy+Lathrop+CA+95330,37.8079986,-121.2985764
529,50% off,Out of Stock,"280 Spreckels Ave Manteca, CA",190198000000,95336,280+Spreckels+Ave+Manteca+CA+95336,37.7944428,-121.196629
530,50% off,Out of Stock,"3900 Sisk Rd Modesto, CA",190198000000,95356,3900+Sisk+Rd+Modesto+CA+95356,37.6941758,-121.063882
531,50% off,Out of Stock,"7505 Laguna Blvd Elk Grove, CA",190198000000,95758,7505+Laguna+Blvd+Elk+Grove+CA+95758,38.4268025,-121.4157958
532,50% off,Out of Stock,"8101 Cosumnes River Blvd Sacramento, CA",190198000000,95823,8101+Cosumnes+River+Blvd+Sacramento+CA+95823,38.4590469,-121.4132484
533,50% off,Out of Stock,"6507 4th Ave Sacramento, CA",190198000000,95817,6507+4th+Ave+Sacramento+CA+95817,38.5495441,-121.4255447
534,50% off,Out of Stock,"950 Coddingtown Center Santa Rosa, CA",190198000000,95401,950+Coddingtown+Center+Santa+Rosa+CA+95401,38.4566509,-122.729505
535,50% off,Out of Stock,"1980 Santa Rosa Ave Santa Rosa, CA",190198000000,95407,1980+Santa+Rosa+Ave+Santa+Rosa+CA+95407,38.417287,-122.7087842
536,50% off,Out of Stock,"475 Rohnert Park Expy W Rohnert Park, CA",190198000000,94928,475+Rohnert+Park+Expy+W+Rohnert+Park+CA+94928,38.3461728,-122.7204316
537,50% off,Limited Stock,"3601 N Freeway Blvd Sacramento, CA",190198000000,95834,3601+N+Freeway+Blvd+Sacramento+CA+95834,38.6414409,-121.4985973
538,50% off,Out of Stock,"2505 Riverside Blvd Sacramento, CA",190198000000,95818,2505+Riverside+Blvd+Sacramento+CA+95818,38.5622853,-121.496851
539,50% off,Out of Stock,"1919 Fulton Ave Sacramento, CA",190198000000,95825,1919+Fulton+Ave+Sacramento+CA+95825,38.6010507,-121.4031147
540,50% off,Out of Stock,"10881 Olson Dr Rancho Cordova, CA",190198000000,95670,10881+Olson+Dr+Rancho+Cordova+CA+95670,38.5966143,-121.2857312
541,50% off,Out of Stock,"5837 Sunrise Blvd Citrus Heights, CA",190198000000,95610,5837+Sunrise+Blvd+Citrus+Heights+CA+95610,38.6725516,-121.2746178
542,50% off,Out of Stock,"430 Blue Ravine Rd Folsom, CA",190198000000,95630,430+Blue+Ravine+Rd+Folsom+CA+95630,38.6718623,-121.1526034
543,50% off,Out of Stock,"4400 Town Center Blvd El Dorado Hills, CA",190198000000,95762,4400+Town+Center+Blvd+El+Dorado+Hills+CA+95762,38.6504141,-121.0618752
544,50% off,Out of Stock,"1925 Douglas Blvd Roseville, CA",190198000000,95661,1925+Douglas+Blvd+Roseville+CA+95661,38.7461199,-121.2542312
545,50% off,Out of Stock,"10451 Fairway Dr Roseville, CA",190198000000,95678,10451+Fairway+Dr+Roseville+CA+95678,38.7917848,-121.2906531
546,50% off,Out of Stock,"5104 Commons Dr Rocklin, CA",190198000000,95677,5104+Commons+Dr+Rocklin+CA+95677,38.80445,-121.2091536
547,25% off,Out of Stock,"5001 Madison Ave Sacramento, CA",190198000000,95841,5001+Madison+Ave+Sacramento+CA+95841,38.6621453,-121.3486235
548,50% off,Out of Stock,"950 Groveland Ln Lincoln, CA",190198000000,95648,950+Groveland+Ln+Lincoln+CA+95648,38.8699549,-121.3042972
549,50% off,Out of Stock,"2700 Bell Rd Auburn, CA",190198000000,95603,2700+Bell+Rd+Auburn+CA+95603,38.9430384,-121.0953101
550,50% off,Out of Stock,"1153 Butte House Rd Yuba City, CA",190198000000,95991,1153+Butte+House+Rd+Yuba+City+CA+95991,39.1460905,-121.6320534
